valid_time,t1000_ENSO,t1000_Midlat,z500_Arctic,q850_E_Africa,tp_E_Africa,t1000_ENSO_t-1,t1000_ENSO_t-2,t1000_ENSO_t-3,t1000_ENSO_t-4,t1000_Midlat_t-1,t1000_Midlat_t-2,t1000_Midlat_t-3,t1000_Midlat_t-4,z500_Arctic_t-1,z500_Arctic_t-2,z500_Arctic_t-3,z500_Arctic_t-4,q850_E_Africa_t-1,q850_E_Africa_t-2,q850_E_Africa_t-3,q850_E_Africa_t-4,tp_E_Africa_t-1,tp_E_Africa_t-2,tp_E_Africa_t-3,tp_E_Africa_t-4
2002-01-01 00:00:00,0.1333529999999996,1.6301374999999894,-377.2562500000058,0.0006855771999999989,0.0006082689580000004,-0.5580870000000004,-0.5580870000000004,-1.5666569999999638,-1.5666569999999638,0.07198749999997744,0.07198749999997744,-0.40651250000001937,-0.40651250000001937,220.4777499999982,220.4777499999982,-768.6162500000064,-768.6162500000064,0.0001350841999999998,0.0001350841999999998,-0.0005319068000000007,-0.0005319068000000007,0.0006082689580000004,-0.0007444836419999998,-0.0007444836419999998,-0.0007444836419999998
2002-01-01 06:00:00,0.1333529999999996,1.6301374999999894,-377.2562500000058,0.0006855771999999989,0.0009579833580000002,0.1333529999999996,-0.5580870000000004,-0.5580870000000004,-1.5666569999999638,1.6301374999999894,0.07198749999997744,0.07198749999997744,-0.40651250000001937,-377.2562500000058,220.4777499999982,220.4777499999982,-768.6162500000064,0.0006855771999999989,0.0001350841999999998,0.0001350841999999998,-0.0005319068000000007,0.0006082689580000004,0.0006082689580000004,-0.0007444836419999998,-0.0007444836419999998
2003-01-01 00:00:00,1.0550529999999867,0.3584675000000175,-574.2562500000058,-0.00012574780000000098,0.0009579833580000002,0.1333529999999996,0.1333529999999996,-0.5580870000000004,-0.5580870000000004,1.6301374999999894,1.6301374999999894,0.07198749999997744,0.07198749999997744,-377.2562500000058,-377.2562500000058,220.4777499999982,220.4777499999982,0.0006855771999999989,0.0006855771999999989,0.0001350841999999998,0.0001350841999999998,0.0009579833580000002,0.0006082689580000004,0.0006082689580000004,-0.0007444836419999998
2003-01-01 06:00:00,1.0550529999999867,0.3584675000000175,-574.2562500000058,-0.00012574780000000098,-0.00035082124199999976,1.0550529999999867,0.1333529999999996,0.1333529999999996,-0.5580870000000004,0.3584675000000175,1.6301374999999894,1.6301374999999894,0.07198749999997744,-574.2562500000058,-377.2562500000058,-377.2562500000058,220.4777499999982,-0.00012574780000000098,0.0006855771999999989,0.0006855771999999989,0.0001350841999999998,0.0009579833580000002,0.0009579833580000002,0.0006082689580000004,0.0006082689580000004
2004-01-01 00:00:00,0.15531300000003512,-0.13747250000000122,66.23374999999942,0.001084155199999999,-0.00035082124199999976,1.0550529999999867,1.0550529999999867,0.1333529999999996,0.1333529999999996,0.3584675000000175,0.3584675000000175,1.6301374999999894,1.6301374999999894,-574.2562500000058,-574.2562500000058,-377.2562500000058,-377.2562500000058,-0.00012574780000000098,-0.00012574780000000098,0.0006855771999999989,0.0006855771999999989,-0.00035082124199999976,0.0009579833580000002,0.0009579833580000002,0.0006082689580000004
2004-01-01 06:00:00,0.15531300000003512,-0.13747250000000122,66.23374999999942,0.001084155199999999,0.00029170595800000025,0.15531300000003512,1.0550529999999867,1.0550529999999867,0.1333529999999996,-0.13747250000000122,0.3584675000000175,0.3584675000000175,1.6301374999999894,66.23374999999942,-574.2562500000058,-574.2562500000058,-377.2562500000058,0.001084155199999999,-0.00012574780000000098,-0.00012574780000000098,0.0006855771999999989,-0.00035082124199999976,-0.00035082124199999976,0.0009579833580000002,0.0009579833580000002
2005-01-01 00:00:00,0.6327430000000049,-0.22981249999998,-151.3512499999997,9.539019999999995e-05,0.00029170595800000025,0.15531300000003512,0.15531300000003512,1.0550529999999867,1.0550529999999867,-0.13747250000000122,-0.13747250000000122,0.3584675000000175,0.3584675000000175,66.23374999999942,66.23374999999942,-574.2562500000058,-574.2562500000058,0.001084155199999999,0.001084155199999999,-0.00012574780000000098,-0.00012574780000000098,0.00029170595800000025,-0.00035082124199999976,-0.00035082124199999976,0.0009579833580000002
2005-01-01 06:00:00,0.6327430000000049,-0.22981249999998,-151.3512499999997,9.539019999999995e-05,4.97955580000002e-05,0.6327430000000049,0.15531300000003512,0.15531300000003512,1.0550529999999867,-0.22981249999998,-0.13747250000000122,-0.13747250000000122,0.3584675000000175,-151.3512499999997,66.23374999999942,66.23374999999942,-574.2562500000058,9.539019999999995e-05,0.001084155199999999,0.001084155199999999,-0.00012574780000000098,0.00029170595800000025,0.00029170595800000025,-0.00035082124199999976,-0.00035082124199999976
2006-01-01 00:00:00,-0.5579569999999876,-1.3111524999999915,434.21974999999657,-1.2790800000000643e-05,4.97955580000002e-05,0.6327430000000049,0.6327430000000049,0.15531300000003512,0.15531300000003512,-0.22981249999998,-0.22981249999998,-0.13747250000000122,-0.13747250000000122,-151.3512499999997,-151.3512499999997,66.23374999999942,66.23374999999942,9.539019999999995e-05,9.539019999999995e-05,0.001084155199999999,0.001084155199999999,4.97955580000002e-05,0.00029170595800000025,0.00029170595800000025,-0.00035082124199999976
2006-01-01 06:00:00,-0.5579569999999876,-1.3111524999999915,434.21974999999657,-1.2790800000000643e-05,-0.00019246294199999972,-0.5579569999999876,0.6327430000000049,0.6327430000000049,0.15531300000003512,-1.3111524999999915,-0.22981249999998,-0.22981249999998,-0.13747250000000122,434.21974999999657,-151.3512499999997,-151.3512499999997,66.23374999999942,-1.2790800000000643e-05,9.539019999999995e-05,9.539019999999995e-05,0.001084155199999999,4.97955580000002e-05,4.97955580000002e-05,0.00029170595800000025,0.00029170595800000025
